,CELG    US Equity,GILD    US Equity,BIIB    US Equity,AMGN    US Equity,REGN    US Equity,INCY    US Equity,ILMN    US Equity,MYL     US Equity,VRTX    US Equity,ALXN    US Equity,BMRN    US Equity,SHPG    US Equity,SGEN    US Equity,ALKS    US Equity,JAZZ    US Equity,TSRO    US Equity,QGEN    US Equity,UTHR    US Equity,EXEL    US Equity,IONS    US Equity,OPK     US Equity,ALNY    US Equity,ACAD    US Equity,PRAH    US Equity,KITE    US Equity,TECH    US Equity,BLUE    US Equity,NKTR    US Equity,MDCO    US Equity,NBIX    US Equity,AKRX    US Equity,CLVS    US Equity,ICPT    US Equity,RARE    US Equity,GWPH    US Equity,CBPO    US Equity,GRFS    US Equity,SAGE    US Equity,ENDP    US Equity,AGIO    US Equity,INCR    US Equity,HZNP    US Equity,IRWD    US Equity,JUNO    US Equity,PTLA    US Equity,LGND    US Equity,AVXS    US Equity,PRTA    US Equity,TBPH    US Equity,HALO    US Equity,PCRX    US Equity,RDUS    US Equity,ONCE    US Equity,SRPT    US Equity,FGEN    US Equity,ARRY    US Equity,SUPN    US Equity,AERI    US Equity,LXRX    US Equity,GBT     US Equity,INVA    US Equity,BPMC    US Equity,MYGN    US Equity,EGRX    US Equity,DERM    US Equity,ACOR    US Equity,RGEN    US Equity,FMI     US Equity,CHRS    US Equity,GHDX    US Equity,ALDR    US Equity,FOLD    US Equity,INSM    US Equity,FPRX    US Equity,XLRN    US Equity,EPZM    US Equity,XNCR    US Equity,MNTA    US Equity,LOXO    US Equity,AIMT    US Equity,IPXL    US Equity,SGYP    US Equity,DEPO    US Equity,DBVT    US Equity,AMRN    US Equity,ESPR    US Equity,EDIT    US Equity,INSY    US Equity,AMAG    US Equity,FLXN    US Equity,VSAR    US Equity,IMMU    US Equity,LMNX    US Equity,PGNX    US Equity,ADRO    US Equity,NVCR    US Equity,ITCI    US Equity,AMPH    US Equity,BGNE    US Equity,RTRX    US Equity,BCRX    US Equity,VNDA    US Equity,MGNX    US Equity,ARDX    US Equity,OMER    US Equity,NLNK    US Equity,ENTA    US Equity,RVNC    US Equity,NH      US Equity,AMRI    US Equity,ANIP    US Equity,XBIT    US Equity,RGNX    US Equity,ATRA    US Equity,ACHN    US Equity,SPPI    US Equity,CYTK    US Equity,SCMP    US Equity,NTLA    US Equity,INO     US Equity,KPTI    US Equity,LBIO    US Equity,CERS    US Equity,PACB    US Equity,MCRB    US Equity,TLGT    US Equity,NSTG    US Equity,RIGL    US Equity,CLDX    US Equity,CRIS    US Equity,PRTK    US Equity,MACK    US Equity,ADMS    US Equity,OTIC    US Equity,AQXP    US Equity,BOLD    US Equity,AVDL    US Equity,ARNA    US Equity,GERN    US Equity,AKBA    US Equity,NVAX    US Equity,PDLI    US Equity,CCXI    US Equity,OMED    US Equity,COLL    US Equity,BLCM    US Equity,ONVO    US Equity,NERV    US Equity,PTCT    US Equity,NK      US Equity,SGMO    US Equity,BRIXX   US Equity,ZGNX    US Equity,CGEN    US Equity,CEMP    US Equity,MNOV    US Equity,TRVN    US Equity,PETX    US Equity,FOMX    US Equity,CLSD    US Equity,ARZ     CN Equity,ARWR    US Equity,OPHT    US Equity
5/16/2014,147.32,80.8,291.32,111.94,295.43,49.5901,144.02,46.96,65.03,157.93,57.59,166,34.25,43.59,126.54,25.96,22.59,100.64,3.33,24.7,8.17,57.3,19.05,,,88.02,25.18,10.95,25.52,13.17,26.81,55.96,280.26,34.48,68.31,39.98,40.78,,71.41,33.23,,12.88,13.62,,20.09,64.77,,20.93,22.96,7.67,75.11,,,31.42,,4.02,8.23,15.33,1.41,,27.37,,37.05,9.68,,30.97,17.72,20.36,,25.35,10.02,2.17,13.85,12.7,31.98,22.75,8.07,11.95,,,26.17,3.71,10.93,,1.365,14.59,,23.85,17.93,12.6,27.53,3.23,17.72,3.61,,,15.81,,,12.63,8.31,9.775,19.09,,10.15,21,36.45,31.8,,15.715,27.21,,,,2.67,7.51,4.69,6.86,,2.14,26.13,7.75,4.03,4.45,,4.66,14.37,3.12,13.33,1.88,3.09,6.8,18.76,,10.23,,10.41,6.43,1.87,21.53,4.15,8.84,4.94,22.96,,,6.35,,15.07,,13,,2.12,7.95,8.65,1.85,4.46,12.35,,,,10.77,31.08
5/23/2014,150.13,80.94,299.71,114.33,297.77,47.09,159.2,48.02,71.04,162.3,56.48,170.73,33.16,45.59,135.37,24.65,22.57,99.38,3.44,27.81,8.74,58.75,19.8,,,88.32,22.54,11.68,27.24,13.03,28.33,57,229.82,35.21,67.71,43.67,41.16,,73.94,33.89,,13.46,13.91,,20.39,66.15,,20.3,21.52,7.96,76.22,,,34.04,,4.1,8.7,15.95,1.32,,28,,33.22,9.87,,32.12,19.08,21.92,,26.38,10.08,2.22,13.29,13.46,30.66,23.03,8.04,12.12,,,27.89,3.9,11.52,,1.35,14.57,,25.66,17.55,12.66,27.69,3.34,17.84,3.7,,,15.25,,,13.73,9.005,10.53,18.53,,11.67,19.9,39.47,31.97,,15.9,30.73,,,,2.83,7.41,4.935,7.44,,2,26.43,6.4,4.2,4.69,,4.94,14.64,3.13,13.3,1.82,3.22,7.52,18.49,,8.91,,10.16,6.19,2.06,22.76,4.85,9.13,4.85,22.3,,,6.82,,20.03,,13.21,,2.05,8.28,9.1,1.75,4.46,12.57,,,,11.39,38.03
5/30/2014,153.03,81.21,319.37,115.99,306.96,49.55,158.25,49.84,72.26,166.32,57.96,173.39,33.37,45.81,141.86,26.64,22.96,95.74,3.31,29.22,8.62,59.29,20.65,,,87.79,23.12,11.731,27.9,13.89,27.97,51.21,236.61,37.56,68.17,45.32,41.62,,70.59,35.16,,14.19,14.32,,22.16,66.71,,20.82,,7.9,77.61,,,33.68,,4.2,8.91,15.67,1.32,,28.65,,33.16,11.85,,32.88,19.24,23.73,,25.99,10.74,2.37,13.14,12.99,29.68,23.98,8.8,12.39,,,27.76,4.34,11.93,,1.41,15.26,,25.84,18.3,12.74,29.89,3.33,16.99,4.06,,,15.15,,,14.62,9.96,10.29,18.66,,11.69,20.51,37.98,31.49,,15.79,31.85,,,,2.71,7.79,4.99,7.27,,2.25,26.25,7.5,4.19,4.96,,5.27,14.89,3.29,14.61,1.78,3.19,7.77,17.85,,8.89,,11.18,6.15,2.08,24.3,4.71,9.37,5.38,22.6,,,7.12,,23.71,,13.14,,2.3,8.1,9.46,1.98,4.39,14.06,,,,12.58,40.7
6/6/2014,161.31,82.39,317.55,117.82,311.21,52.16,168.95,49.73,73.49,170.2,61.74,179.9,37.46,48.38,146.91,27.9,23.13,96.32,3.31,30.4,9.23,61.34,21.99,,,86.55,23.25,11.19,29.35,14.93,28.43,39.92,267.97,35.51,71.99,47.84,45.37,,69.08,42.79,,14.48,14.5,,22.47,67.94,,21.78,26.48,8.89,83.67,8.01,,34.57,,4.31,9.32,16.49,1.46,,24.79,,35.31,11.44,,35.45,20.41,24.12,,27.75,15.72,2.8,12.67,13.8,30.72,23.3,10.18,13.45,,,28.74,4.23,12.48,,1.46,14.91,,26.03,18.4,12.45,29.9,3.48,17.58,3.46,,,16.31,,,10.34,10.92,13.71,20.03,,13.33,20.2,39.17,30.34,,17.21,33.42,,,,2.88,8,4.8,7.25,,9.85,25.17,6.69,4.18,5.27,,5.48,15.29,3.74,15.14,1.66,2,7.67,18.83,,9.46,,12.46,6,2.08,26.85,4.165,9.54,5.53,23.88,,,7.72,,24.54,,14.45,,1.85,8.35,9.43,1.96,4.44,14.73,,,,14.21,45.14
6/13/2014,159.99,80.72,309.98,116.03,306.27,53.81,170.53,50.2,73.49,163.73,61.09,179.3,40.09,46.38,141.89,28.52,23.38,89.63,3.5,33.63,9.03,67.73,23.05,,,89.45,26.09,13.89,27.61,14.97,27.75,45.29,274.2,36.91,77.4,47.37,44.67,,69.05,47.5,,14.75,14.66,,25.99,66.75,,22.54,28.4,10.07,82.09,8.23,,32.35,,4.34,10.23,17.41,1.74,,25.61,,35.02,12.26,,35.11,19.76,22.86,,27,20.34,2.73,12.41,13.7,33.88,26.57,11.39,13.13,,,28.66,4.11,13.33,,1.54,14.85,,25.85,19.31,12.95,34,3.84,17.22,4.14,,,16.89,,,11.27,11.32,14.28,21.5,,14.11,22.55,39.18,30.01,,18.58,34.2,,,,6.47,8.55,4.7,7.27,,8.71,47.12,6.51,4.32,5.96,,5.67,15.13,3.97,17.15,1.63,2.07,7.64,18.72,,9.72,,12.36,6.5,2.98,27.66,4.48,9.6,5.59,22.71,,,6.87,,25.23,,15.77,,1.65,8.18,9.39,1.95,4.52,14.12,,,,12.33,44
6/20/2014,171.46,81.2,319.59,120.97,285.25,56.39,175.02,51.12,64.96,165.46,66.09,222.89,41.44,50.88,154.82,30.89,24.8,87.46,3.71,36.66,9.23,70.01,23.06,,29,92.03,40.71,13.24,29.57,15.19,29.77,41.57,273.18,47.49,93.168,42.55,44.82,,69.63,49.5,,16.23,15.025,,29.92,66.27,,23.63,34.39,10.17,88.12,9.73,,31.98,,4.39,10.72,19.72,1.66,,29.68,,37.28,12.78,,34.98,21.98,24.12,,27.02,17.9,2.9,18.74,14.41,34.77,28.445,11.21,12.3,,,30,4.05,13.25,,1.6,15.33,,29.16,20.06,13.88,29.75,3.68,17.72,4.3,,,19.26,,,11.29,11.84,14.78,22.71,14.31,14.35,25.89,46.12,32.48,,19.83,37.32,,,,8.13,8.15,4.85,7.35,,9.21,42.37,6.27,4.08,6.49,,5.86,15.87,3.95,16.79,1.63,2.05,7,19.21,,9.11,,15.17,6.07,3.08,29.17,5,9.82,6,24.5,,,7.26,,26.76,,15.82,,1.94,8.98,10.98,1.92,4.34,15.15,,,,15.37,43.91
6/27/2014,86.8,82.94,318.13,118.59,277.29,55.52,172.7,51.51,93.77,157.6,62.83,234.98,38.88,50.94,146,29.88,24.49,89.45,3.47,35.44,9.1,62.23,22.41,,29.34,92.16,39.41,12.84,29.03,14.85,31.71,42.53,242.49,44.75,96.14,42.89,43.91,,70.34,45.91,,15.96,15.5,,29.19,61.78,,22.3,33.93,9.93,91.01,10.82,,30.17,,4.25,10.85,26.58,1.62,,30.1,,38.81,13.57,,33.89,22.64,26.08,,27,18.71,3.03,19.51,15.34,34.47,29.4,11.26,11.88,,,30.25,4.03,13.23,,1.69,15.45,,31.35,20.71,13.76,28.56,3.58,17.27,4.225,,,17.15,10.5,,12.01,12.52,16.21,22.24,15.96,17.53,27.01,44.91,33.56,,19.77,34.9,,,,7.7401,8.01,4.85,7.05,,10.73,45.55,6.3,4.1,6.12,,5,14.25,3.64,16.62,1.67,1.95,7.32,17.71,,9.17,,14.06,5.85,2.97,28.59,4.62,9.66,5.49,22.31,,,8.6,,27.5,,14.94,,2.02,9.13,10.55,2.07,4.97,14.91,,,,14.35,41.2
7/4/2014,90.19,87.9,331.15,122.85,311.16,55.62,182.86,51.79,98.8,164.21,64.59,237.35,38.65,50.97,162.82,33.19,24.55,90.58,3.51,35.49,8.95,65.725,23.64,,29.14,93.29,39.95,13.25,29.6,15.7,33.93,42.77,244.98,50.31,103.57,46.85,43.69,,69.26,44.22,,16.18,15.69,,30.61,64.52,,23.41,33.99,10.2,93.71,15.11,,29.9,,4.71,11.11,25.31,1.68,,30.4,,37.9,14.2,,33.98,23.78,29.3,,28.12,17.97,4.02,20.01,15.05,33.28,34.24,10.9,12.09,,,30.68,4.18,14.19,,1.7,15.82,,31.15,20.71,14.37,28.73,3.82,17.81,4.61,,,16.95,9.07,,12.82,12.69,15.91,22.17,20.44,18.19,27.86,42.75,32.75,,21.82,37.21,,,,7.68,8.9,4.9,7.29,,10.65,42.99,6.9,4.25,6.32,,5.56,14.92,3.84,17.24,1.88,2.23,7.46,17.97,,9.1,,14.93,5.84,3.19,28.05,5.01,9.77,6.04,23.6,,,8.72,6.13,27.26,,16.14,,2.31,9.24,11.49,2.02,5.61,17.9,,,,13.18,40.925
7/11/2014,89.19,88.73,322.22,119.77,316.11,50.825,176.64,50.2,99.07,163.21,59.29,249.06,37.4,48.38,150.8,30.63,24.72,93.26,3.325,30.83,8.99,57.36,22.3,,23.59,91.17,34.05,12.58,27.22,14.19,34.63,38.68,222.2,42.97,89.67,46,41.68,,65.74,37.43,,15.32,14.85,,25.8,63.7,,20.64,30.01,9.768,86.46,11.55,,21.98,,4.07,10.52,25.97,1.67,,28.93,,38.06,13.79,,31.43,24.1,24.65,,26.7,15.54,3.96,19.01,14.59,30.3,31.015,10.66,11.73,,,29.03,3.95,12.96,,1.59,15.33,,25.3,20.03,13.62,27.38,3.58,16.81,4.24,,,15.26,9.29,,10.96,12.18,14.27,20.11,17.75,14.63,23.01,40.58,32.14,,21,34.65,,,,7.64,7.91,4.6,6.82,,10.12,36.58,6.85,4.12,5.75,,5.5,13.49,3.4,14.71,1.83,2.16,6.8,16.72,,8.89,,14.96,5.37,3,24.77,4.57,9.62,5.7,22.09,,,7.93,6.61,24.51,,13.76,,1.75,8.88,9.02,2.04,6.3,14.57,,,,12.35,41.35
7/18/2014,85.06,89.1899,304.1,118.3,305.92,47.35,174.05,51.9,97.2,161.25,59.06,257.06,34.5,46.15,142.29,27.8,25.18,91.52,3.5,28.74,8.62,53.82,20.25,,22.84,91.16,33.91,11.12,25.9,13.35,34.16,37.63,218.72,43,83.54,47.07,41.02,30.1,67.25,37.14,,14,14.46,,24.18,51.32,,18.44,32.09,9.18,85.19,12.06,,21.89,,3.91,9.25,21.9,1.5,,27.97,,38.78,13.21,,30.1,23.2,26.75,,27.42,15.14,3.791,17.82,14.32,26.75,28.81,9.54,11.01,,,28.88,3.85,11.41,,1.51,14.61,,25.87,18.56,12.3,23.32,3.37,17.11,4.79,,,14.4,9.55,,10.69,11.29,13.32,18.85,16.2,14.06,20.84,38.32,30.4,,20.01,32.03,,,,6.82,7.21,4.28,6.24,,10.17,34.85,6.69,3.88,5.28,,5.61,13.59,3.09,12.85,1.67,2.19,6.03,17.52,,8.3,,13.79,4.95,2.64,23.57,4.22,9.43,5.64,21.96,,,7.23,6.4,23.82,,12.66,,1.64,8.84,8.92,1.96,6.29,12.82,,,,11.34,41.31
7/25/2014,87.16,89.84,335.45,122.84,303.09,47.3,171.03,51.74,95.75,167.04,60.6,252.67,34.89,44.94,142.51,28.26,24.99,91.59,4.19,30.14,9,54.83,20.62,,22.02,92.63,33.39,10.98,24.43,13.53,34.48,37.68,221,43.11,84.88,45.55,42.05,26.44,68.53,38.21,,13.9,15.36,,24.44,50.06,,18.22,31.61,9.1,85.54,10.26,,20.58,,4.18,8.94,19.61,1.49,,22.94,,37.02,12.66,,29.51,22.68,26.3,,26.73,16.62,4.45,17.5,12.95,28.13,33.14,9.5,10.8,,,27.87,3.77,11.74,,1.5,13.92,,29.16,18.44,12.39,22.02,3.34,17.74,5.08,,,13.72,8.98,,11.5,11.76,14.18,21.09,15.69,13.98,21.77,39.24,32.09,,20.03,30.52,,,,7.22,7.05,4.24,6.17,,12.63,36.58,8,3.64,4.75,,5.3,12.36,3.32,13.57,1.8,2.29,5.71,16.65,,8,,13.7,4.77,2.42,23.36,4.4,9.5,5.64,22.84,,,7.88,6.78,27.8,,12.32,,1.565,8.54,9.41,1.96,5.64,12.45,,,,11.24,40.64
8/1/2014,86.65,91.5,329.83,125.55,324.31,46.93,160.87,49.23,87.53,159.12,61.95,247.94,36.9,42.97,139.73,27.82,24.22,89.51,4.19,30.4,8.74,53.71,20.62,,22.44,93.1,34.38,11.82,23.31,13.46,34,36.8,229.03,42.74,83.44,45.29,36.35,29.75,67.62,38.92,,8.74,14.58,,24.8,49.08,,17.36,28.95,9.28,95.93,8.38,,21.97,,3.97,8.56,17.46,1.48,,22.13,,37.12,10.68,,28.45,21.13,22.23,,25.54,15.79,4.03,17.25,12,29.37,29.64,9.83,10.71,13,,23.63,3.61,10.8,,1.65,15.73,,25.92,18.95,12.1,21.02,3.18,17.98,4.64,,,14.78,8.84,,10.53,12.54,14.06,19.88,13.23,13.57,20.88,38.82,30.99,,18.7,26.74,,,,7.04,6.91,4.16,5.98,,9.75,33.6,6.74,3.805,4.4,,5.83,12.12,3.24,12.96,1.92,2.24,5.78,16.09,,7.3699,,13.37,4.46,2.33,21.44,4.27,9.17,5.62,21.05,,,7.2,6.26,27.74,,12.33,,1.29,8.34,9.3,2.014,6.39,11.55,,,,11.98,38.25
8/8/2014,86.51,92.45,324.05,126.95,338.32,47.68,167.45,45.85,86.42,159.11,63.99,235.4,39.16,41.91,136.58,28.3,23.54,88.74,4.21,33.73,9.46,58.15,21.17,,23.03,94.16,34.24,12.64,24.45,13.67,34.32,40.88,234.6,49.49,82.77,44.95,35.36,29.96,63.26,38.04,,9.23,13.5,,26.55,51.49,,20.51,29.79,9.73,101.13,11.81,,21.1,,4.01,8.48,17.09,1.55,,22.66,,37.74,10.35,,30.29,21.29,24.15,,26.15,14.81,4.14,11.82,11.35,29.92,33.26,9.9,11.06,13,,23.48,3.58,12,,1.66,15.34,,28.26,20.65,12.95,20.44,3.38,17.68,4.63,,,15.27,10,,12.31,13.96,12.06,19.19,11.7,13.68,24.1,37.4,25.36,,19.02,28.19,,,,7.36,7.67,4.13,6.56,,9.96,35.52,6.81,3.71,4.88,,6.26,12.38,3.06,14.41,1.77,2.2,6.53,15.57,,7.4,,13.96,4.39,2.45,21.69,4.34,9.4,5.2,20.09,,,7.62,6.51,26.61,,13.79,,1.35,8.9,9.86,1.94,5.96,11.05,,,,12.89,36.09
8/15/2014,89.605,99.49,342.47,132.8,348.62,51.36,168.57,46.45,90.88,171.3,67.24,242.61,42.23,42.95,148.1,30.31,23.96,91.79,4.2,36.13,9.08,67.26,22.59,,22.62,96.19,36.4,13.43,25.55,15.46,36.24,44.22,284.7,54.01,89.15,45.51,35.54,27.28,62.82,41.4,,9.74,13.52,,26.34,56.59,,20.91,27.44,9.87,103.01,13.16,,22.47,,3.87,9,18.08,1.59,,22.7,,36.22,12.52,,31.62,19.18,24.98,,27.76,15.6,4.44,13.18,12.05,29.81,36.69,9.8,11.73,13.08,,23.89,3.58,12.73,,1.82,16.16,,34.75,20.1,13.54,19.38,3.35,18.41,4.99,,,18.38,10.15,,12.09,13.92,13.66,20.46,11.65,13.01,28.42,39.79,25.13,,20,28.98,,,,9.25,8.04,4.52,6.97,,9.37,38.81,6.75,3.75,5.18,,6.12,12,2.73,15.04,1.65,2.21,7.04,17.45,16.2,6.87,,14.67,4.34,2.41,25.8,4.64,9.47,5.09,17.88,,,7.78,7.29,33.42,,14.01,,1.28,8.76,9.47,2.03,6.52,11.03,,,,13.941,39.22
8/22/2014,91.62,103.96,339.97,132.82,340.79,50.65,172,48.21,90.22,168.22,70.16,244.53,42.86,43.24,158.83,29,23.94,94.13,4.11,34.33,8.81,65.35,22.17,,21.82,95.62,35.58,13.44,25.18,15.3,37.74,43.82,287.11,52.32,90.43,47.91,38.87,29,63.72,43.66,,9.38,12.17,,25.01,51.24,,21.49,28.35,9.48,104.73,13.8,,21.71,,3.74,8.99,16.73,1.46,,22.11,,36.51,12.63,,31.5,20.27,23.01,,28.6,16.26,5.87,13.15,11.14,27.5,33.58,10.25,11.34,13.045,,24.43,3.53,14.8,,1.83,15.41,,35.55,20.71,12.89,19.48,3.44,18.73,5.34,,,15.62,10.12,,12.29,12.82,12.51,21.98,12.6,12.85,25.06,39.54,22.56,,19.65,28.22,,,,9.76,7.91,4.3,6.79,,10.71,36.32,6.69,3.71,5.21,,6,11.4,2.59,14.55,1.585,2.22,6.59,17.83,17.21,6.42,,15.19,4.15,2.32,22.36,4.53,9.71,4.95,19.97,,,7.78,6.75,30,,13.48,,1.2,8.67,9.45,2.05,6,11.75,,,,12.8,37.16
8/29/2014,95.02,107.56,343.04,139.38,350.455,54.2,179.36,48.6,93.57,169.29,71.22,244.35,44.01,44.73,162.92,29.56,24.165,117.83,4.14,40.76,8.9,69.67,23.98,,28.27,95.52,40.01,14.26,25.61,16.31,39.02,47.56,289.72,53.36,91.52,53.12,40.15,28.92,63.71,46.22,,10.3,12.94,,27.89,52.04,,22.9,29.365,9.5,108.26,13.68,,22.93,,3.95,9.055,16.38,1.52,,23.56,,36.19,12.6,,32.58,19.06,23.27,,29.72,17.04,7.19,13.93,11.63,26.87,34.49,10.69,11.79,13.01,,24.64,3.9,15.35,,1.93,15.59,,35.32,22.63,13.72,23,3.33,18.85,5.51,,,14.22,12.09,,13.68,13.5,12.94,21.36,14.96,14.91,27.61,41.96,23.35,,19.8,29.33,,,,11.57,8.11,4.28,6.89,,10.59,36,6.88,3.76,5.86,,6.89,11.14,2.6,15.91,1.75,2.2,6.98,18.74,19.92,8.21,,15,4.12,2.38,22.51,4.69,10.09,5.11,20.29,,,7.78,7.08,31.66,,14.3,,1.35,8.9,10.57,2.3501,5.91,11.62,,,,14.57,38.96
9/5/2014,93.79,105.36,330.48,137.88,350.66,51.83,178.75,46.98,95.04,165.3,67.3,248.1,41.1,42.49,168.02,29.97,23.77,112.16,1.85,38.25,8.51,65.33,26.96,,24.28,95.18,38.44,13.9,25.89,15.62,38.16,43.34,286.16,54.26,88.02,53.57,39.59,28.79,63.94,43.78,,9.64,13.05,,25.67,51.18,,23.27,28.02,9.2,102.36,14.72,,22.9,,3.63,8.4,18.51,1.47,,20.97,,36.29,11.49,,31.54,18.75,21.85,,30.21,13.86,7.11,13.96,11.6,25.17,28.4,10.49,11.63,15.56,,24.6,3.69,13.95,,1.94,15.1,,34.24,23.49,14.06,20.51,3.21,18.87,5.37,,,14.68,11.92,,13.31,12.33,12.61,21.47,13.98,13.83,25.23,41.85,23.02,,19.47,28.07,,,,12.17,7.99,3.81,6.7,,10.62,37.98,7.05,3.84,5.2,,6.86,11.29,2.37,15.2,1.61,2.13,6.6,17.91,18.79,7.75,,14.1,4.03,2.52,22.5,4.73,9.61,5.06,18.69,,,7.26,7.01,30.96,,12.34,,1.34,9.62,10.25,2.3199,5.85,11,,,,15.82,37.56
9/12/2014,91.52,103.66,323.39,137.89,346.06,48.72,172.75,47.06,92.99,162.72,68,257.66,41.39,44.35,169.405,29.59,23.79,124.84,1.87,41.29,8.59,72.55,28.24,,27.45,92.84,36.9,13.83,25.46,16.14,37.31,46.08,288.21,57.72,89.63,53.77,37.75,28.56,64.46,44.22,,11.81,13.27,,28.49,52.46,,23.38,27,9.4,104.22,15.15,,23.78,,3.64,8.28,19.74,1.54,,18.92,,36.53,12.66,,30.53,18.68,22.29,,28.99,12.98,6.72,13.58,11.8,25.76,28.81,10.58,11.58,12.79,,24.14,3.54,14.57,,1.49,15.45,,32.42,23.83,19.99,19.66,3.32,18.95,5.27,,,14.29,11.91,,12.8,11.91,12.44,21.7,12.7,14.45,27.4,40.58,21.22,,21.83,27,,,,12.18,8.26,3.8,6.61,,10.67,40.56,7,4.11,5.26,,7.42,13.03,2.23,15.14,1.61,2.18,7.27,18.12,19.38,7.13,,14.11,4.02,2.46,21.08,4.76,9.57,5.05,18.03,,,7.33,7.57,32.72,,12.58,,1.24,8.91,10.01,3,5.92,11.05,,,,16.53,39.96
9/19/2014,93.85,105.96,329.24,144.01,358.92,49.32,172.26,47.36,103.75,161.44,69.85,258.17,40.6,46.73,163.64,28.6,23.64,130.12,1.7,42.28,8.42,77.77,26.64,,25.33,93.81,36.63,12.82,24.51,16.02,36.78,44.54,258.05,54.72,86.7,53.99,37.37,27.07,67.7,48.91,,12.7,12.6,,26.31,48.74,,23.51,26.33,9.8,101.18,14.64,,21.78,,3.76,8.19,18.43,1.43,,18.72,,37.51,12.26,,30,19.71,20.9,,29.16,12.55,6.61,13.21,11.46,24.21,26.44,9.69,11.52,10.89,,24.53,3.04,14.72,,1.3,16.34,,33.71,23.09,17.89,20.5,3.27,19.21,5.08,,,13.79,11.28,,11.29,10.93,12,21.57,12.71,13.2,25.57,39.44,20.15,,22.18,29.3,,,,11.5,8.14,4.14,6.71,,10.22,39.57,6.81,4.01,5.01,,7.55,12.56,2.18,14.05,1.52,2.11,7.29,17.7,23.46,7.12,,14.77,4.16,2.25,21.87,4.42,8.03,4.87,17.16,,,6.57,6.21,40.93,,11.445,,1.21,9.14,9.92,2.97,5.94,10,6.15,,,15.25,39.06
9/26/2014,94.46,108.38,333.54,141.06,358.18,49.7,165.44,46.29,113.6,167.65,72.36,262.64,41.37,43.23,160.53,27.09,23.09,135.74,1.56,39.93,8.6,78.8,25.89,,28,93.59,36.75,12.71,23.1,15.84,35.7,42.49,245.84,57.2,84.47,52.64,35.22,29.89,69.95,63.76,,12.03,12.99,,26.36,47.92,,22.57,24.17,9.63,98,22.24,,21.89,,3.83,8.31,19.26,1.46,,17.81,,37.89,11.73,,35.62,19.28,19.23,,29.15,13,6.5,13.32,12.1,28.74,27.34,9.57,11.3,12.11,,24.34,2.96,15.21,,1.11,23.02,,38.16,23.18,17.34,20.45,3.52,19.24,5.33,,,14.47,11.83,,10.19,10.66,10.66,19.47,14.14,12.97,23.27,39.47,20.92,,22.17,28.59,,,,11.16,8.25,3.7,6.59,,10.1,42.1,7,3.81,4.93,,9.23,11.05,1.97,14.35,1.4,2.02,8.08,16.94,26.58,6.7,,14.79,4.11,2.13,22.83,4.19,7.59,4.83,19.24,,,6.44,5.91,46.34,,11.46,,1.18,8.95,10.89,2.86,5.79,10.74,5.7,,,15.11,37.21
10/3/2014,95.21,106.52,327.09,139.15,361.6,47.38,163.29,50.23,108.59,177.98,70.67,262.71,35.77,42,161.43,27.41,22.75,129.41,1.52,39.31,8.38,78.24,25.47,,34.79,94.22,35.73,12.57,22.85,16.19,36.96,48.8,244.43,57.28,82.33,53.69,35.1,38.23,70.15,63.66,,12.78,12.72,,27.6,45.46,,21.4,23.19,9.08,100.37,19.8,,23.3,,3.54,8.73,20.27,1.33,,16.91,,37.27,12.41,15.55,34.18,20.78,20.12,,29.16,11.92,6.97,13.26,12.07,31.08,28.57,9.77,12.02,13.02,,24.38,2.89,15.35,,1.06,28.38,,42.28,32.27,17.26,19.75,3.685,20.18,5.195,,,14.79,11.41,,10.88,12.8,10.29,21.11,22.48,13.03,23.56,41.795,16.3,,22.54,27.93,,,,10.62,8.24,3.605,7.23,,11.03,33.09,6.95,4.07,5.13,,9.29,10.53,1.92,13.79,1.43,1.95,8.65,19.38,23.99,6.51,,13.87,4.07,2.08,20.7,4.11,7.6,4.64,19.6,,,6.26,6.25,45.83,,11.12,,1.39,8.53,12.49,3,6.03,10.62,5.39,,,14.03,38.41
10/10/2014,90.925,103.73,315.14,137.39,343.51,46.1,153.92,49.35,104.73,167.8,70.8,250.52,32,40.23,148.95,26.09,21.8,125.98,1.45,36.46,8.16,72.85,23.4,,32.56,89.34,32.12,12.65,20.68,15.93,34.78,44.67,204.1,49.9,72,52.02,30.59,33.37,64.04,60.88,,11.97,11.97,,25.63,44.44,,18.38,20.5,8.41,94.89,20.7,,18.77,,3.13,8.17,20.31,1.2,,16.24,,37.75,12.46,14.12,31.74,21.64,19.48,,30.97,11.01,6.2,13.47,11.72,29.55,25.24,9.9,10.09,11.08,,27.24,2.57,14.13,,0.9998,26.09,,37.36,30.34,14.93,19.79,3.19,20.59,4.49,,,14.34,10.94,,9.54,10.43,8.92,18.12,19.61,12.89,18.13,42.23,15.45,,21.55,26.24,,,,9.9,7.33,3.07,7.13,,10.04,30.47,6.5,3.64,4.99,,8.43,8.38,1.87,12.55,1.22,2.01,7.88,14.51,21.72,5.61,,13.12,3.65,1.86,20.81,4.4,7.56,4.46,17.41,,,5.56,4.56,34.59,,9.85,,1.2,7.8,11.84,3.78,5.01,10.1,5.08,,,6.37,37.55
